id,decile_score,Race,age,juv_fel_count,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,days_in_jail,c_charge_degree
127,1,False,1,0,0,0,0,1.0,1.0,False
128,0,False,0,1,6,1,14,1.0,7.0,False
130,1,False,0,0,0,0,0,1.0,1.0,False
131,0,False,0,1,0,0,2,0.0,30.0,False
136,1,False,1,0,0,0,1,1.0,1.0,True
137,1,False,1,0,0,0,9,0.0,4.0,False
138,0,True,0,0,0,0,7,0.0,0.0,False
139,1,False,0,0,0,0,1,0.0,4.0,False
142,0,True,0,0,0,0,9,1.0,1.0,False
145,1,True,0,0,0,0,0,1.0,1.0,False
146,1,True,1,0,0,0,2,2.0,0.0,False
148,1,True,1,0,0,0,0,0.0,0.0,True
150,1,False,1,0,0,0,0,2.0,1.0,True
151,1,False,0,0,0,0,1,10.0,9.0,True
153,1,False,0,0,0,0,1,1.0,1.0,False
154,1,True,1,0,0,0,0,1.0,2.0,False
156,1,True,0,0,1,2,8,1.0,12.0,False
157,1,True,0,0,0,0,0,1.0,6.0,False
158,1,True,1,0,0,0,0,1.0,39.0,True
159,1,True,1,0,0,0,1,1.0,107.0,False
163,1,True,1,0,0,0,1,30.0,1.0,False
166,0,False,0,0,0,0,3,1.0,6.0,False
169,1,True,1,0,0,0,5,1.0,3.0,True
171,1,True,1,0,0,0,0,0.0,15.0,False
173,1,False,1,0,0,0,5,0.0,0.0,False
174,1,False,1,0,0,0,3,0.0,1.0,False
175,1,True,1,0,0,0,1,0.0,1.0,False
176,0,False,1,0,1,0,10,0.0,176.0,False
177,1,False,0,0,0,0,0,1.0,1.0,False
178,0,False,1,0,12,2,28,1.0,2.0,False
180,1,False,1,0,0,0,1,1.0,1.0,True
182,1,False,0,0,0,0,1,1.0,1.0,False
183,0,True,1,0,0,0,13,1.0,471.0,False
184,0,False,0,0,0,0,3,1.0,1.0,False
189,0,True,1,0,0,0,3,2.0,1.0,True
190,0,False,1,0,0,0,19,1.0,1.0,False
194,1,True,1,0,0,0,6,4.0,0.0,False
195,1,True,0,0,0,0,2,1.0,3.0,False
197,1,True,0,0,0,0,1,20.0,4.0,True
200,1,False,1,0,0,0,2,1.0,2.0,True
202,1,True,0,0,0,0,0,1.0,1.0,True
203,1,False,0,0,0,0,0,1.0,2.0,True
206,1,True,0,0,1,0,10,1.0,7.0,False
208,1,True,1,0,0,0,2,0.0,0.0,True
210,1,False,1,0,0,0,3,1.0,8.0,False
213,1,True,1,0,0,0,2,16.0,15.0,True
215,1,False,1,0,0,0,1,1.0,1.0,True
216,1,True,1,0,0,0,1,1.0,1.0,False
220,0,False,0,1,0,0,1,0.0,3.0,False
222,1,True,1,0,0,0,0,0.0,1.0,True
223,0,False,1,1,1,0,9,1.0,13.0,False
224,1,False,1,0,0,0,11,2.0,1.0,False
225,1,False,1,0,0,0,8,1.0,1.0,True
227,1,False,1,0,0,0,0,1.0,2.0,False
228,0,False,1,0,0,0,7,1.0,26.0,False
229,0,False,0,0,0,0,2,1.0,1.0,False
231,1,False,0,0,0,0,0,0.0,0.0,False
232,1,True,0,0,0,0,0,2.0,1.0,True
234,1,False,1,0,0,0,1,1.0,1.0,False
235,1,False,1,0,0,0,13,1.0,2.0,False
236,1,False,1,0,0,0,1,26.0,15.0,False
238,0,False,1,0,0,0,4,7.0,7.0,False
239,1,False,0,0,0,0,1,1.0,1.0,False
241,1,False,0,0,0,0,2,1.0,1.0,True
243,1,True,1,1,0,0,1,1.0,4.0,True
244,1,True,0,0,0,0,3,0.0,530.0,False
245,1,False,0,0,0,0,1,0.0,70.0,False
246,1,True,1,0,0,0,2,1.0,1.0,True
248,1,False,0,0,0,0,1,1.0,1.0,False
249,1,True,1,0,0,0,6,22.0,23.0,False
252,1,True,1,0,0,0,0,0.0,2.0,False
254,1,False,0,0,0,0,1,1.0,2.0,True
257,1,False,0,0,0,0,0,1.0,0.0,False
258,1,False,1,0,0,0,5,1.0,1.0,False
259,1,False,1,0,0,0,2,1.0,3.0,True
260,1,False,1,0,0,0,8,0.0,16.0,False
264,0,False,1,0,0,0,8,29.0,117.0,False
265,1,False,0,0,0,0,6,1.0,1.0,True
266,1,False,1,0,0,0,2,1.0,188.0,False
267,1,False,1,0,0,0,0,1.0,1.0,False
268,1,True,1,0,0,0,1,1.0,1.0,True
269,1,True,1,0,0,0,0,1.0,1.0,False
271,1,False,0,0,0,0,0,1.0,2.0,False
275,1,False,0,0,0,0,1,0.0,0.0,False
277,0,False,1,0,0,0,23,1.0,1.0,True
278,1,False,0,0,0,0,0,1.0,1.0,True
279,1,False,1,0,0,0,1,0.0,20.0,False
281,1,False,1,0,0,0,3,10.0,2.0,False
282,1,True,1,0,0,0,8,0.0,71.0,True
287,0,False,1,0,0,0,2,0.0,0.0,True
288,1,True,1,0,0,0,0,0.0,1.0,False
289,0,False,0,0,0,0,9,0.0,79.0,False
291,1,True,1,0,0,0,2,1.0,359.0,False
293,1,False,0,0,0,0,0,1.0,1.0,False
294,1,False,1,0,0,0,2,0.0,26.0,True
297,1,False,0,0,0,0,1,1.0,1.0,True
298,1,False,1,0,0,0,2,1.0,3.0,True
299,1,True,1,0,0,0,1,4.0,2.0,False
300,1,True,1,0,0,0,0,1.0,0.0,True
301,1,True,1,0,0,0,4,0.0,1.0,True
302,0,False,1,0,1,0,23,1.0,2.0,False
304,1,False,0,0,0,0,5,1.0,1.0,False
306,0,False,0,0,0,0,2,1.0,1.0,False
308,1,False,0,0,0,0,0,1.0,3.0,True
310,0,False,0,0,0,0,0,0.0,29.0,False
313,0,True,0,0,0,0,7,1.0,1.0,False
315,1,False,1,0,0,0,2,1.0,1.0,False
317,0,False,0,0,0,0,1,1.0,39.0,False
319,1,True,1,0,0,0,7,1.0,1.0,False
320,0,False,1,0,0,0,15,1.0,2.0,False
321,1,False,0,0,0,0,2,1.0,1.0,True
326,1,True,1,0,0,0,0,1.0,1.0,True
327,1,True,1,0,0,0,0,1.0,1.0,True
329,1,False,1,0,0,0,1,1.0,1.0,True
330,1,False,1,0,0,0,0,1.0,1.0,False
331,1,True,1,0,0,0,4,0.0,2.0,False
332,1,False,0,0,0,0,2,1.0,3.0,False
333,1,False,1,0,0,0,5,0.0,0.0,True
334,0,False,0,0,0,0,11,1.0,223.0,False
335,1,False,1,0,0,0,0,1.0,2.0,True
336,1,False,1,0,0,0,4,0.0,2.0,False
337,0,False,1,0,0,0,11,1.0,130.0,False
338,0,False,0,0,0,0,2,1.0,72.0,False
344,1,False,1,0,0,0,0,0.0,1.0,True
345,1,True,1,0,0,0,0,1.0,1.0,False
347,1,True,1,0,0,0,13,0.0,51.0,False
348,1,False,1,0,0,0,0,1.0,14.0,False
349,1,True,0,0,0,0,1,3.0,3.0,False
350,0,False,0,0,0,2,11,1.0,1.0,True
351,1,True,0,0,0,0,1,0.0,6.0,False
354,1,False,0,0,0,0,0,1.0,1.0,False
355,1,False,0,0,0,0,4,0.0,0.0,False
356,1,False,0,0,0,0,4,0.0,1.0,False
357,0,True,1,0,0,0,0,1.0,31.0,False
358,1,True,1,0,0,0,0,1.0,35.0,False
359,0,False,1,0,1,0,14,1.0,1.0,False
361,1,True,1,0,0,0,1,1.0,1.0,True
362,0,False,0,0,0,0,25,29.0,26.0,False
363,1,True,1,0,0,0,8,1.0,5.0,True
364,1,False,0,0,0,0,0,0.0,0.0,False
366,0,True,0,0,0,1,1,0.0,6.0,True
369,1,False,1,0,0,0,0,1.0,1.0,True
372,1,False,1,0,0,0,3,1.0,1.0,False
379,1,False,1,0,0,0,0,1.0,1.0,True
381,1,False,0,0,0,1,1,1.0,1.0,False
382,1,True,0,0,0,4,5,1.0,1.0,False
383,0,False,0,0,0,0,0,3.0,1.0,True
384,1,False,0,0,0,0,1,1.0,1.0,True
385,0,False,0,0,0,0,1,1.0,1.0,False
386,1,False,0,0,0,0,2,1.0,2.0,False
389,1,False,1,0,0,0,0,1.0,1.0,False
390,1,False,0,0,0,0,4,1.0,1.0,False
393,1,False,1,0,0,0,2,0.0,1.0,False
396,0,False,0,0,0,0,0,1.0,3.0,False
398,1,False,0,0,0,1,0,0.0,2.0,False
399,1,False,1,0,0,0,0,1.0,1.0,False
400,1,False,0,0,0,0,0,1.0,4.0,False
402,1,False,1,0,0,0,0,1.0,2.0,False
404,1,True,0,0,0,0,0,0.0,0.0,False
405,1,True,0,0,0,0,0,1.0,2.0,False
406,1,False,0,0,0,0,11,0.0,1.0,False
407,0,False,0,0,1,1,3,1.0,1.0,True
408,1,True,0,0,0,0,1,1.0,1.0,False
411,1,False,1,0,0,0,2,1.0,1.0,True
414,1,False,0,0,0,0,0,1.0,1.0,False
416,1,False,1,0,0,0,3,0.0,25.0,False
417,1,False,1,0,0,0,0,1.0,41.0,False
423,1,True,1,0,0,0,3,4.0,3.0,False
425,1,True,1,0,0,0,1,13.0,13.0,True
428,1,True,1,0,0,0,3,1.0,14.0,False
429,0,False,0,0,0,0,0,1.0,1.0,True
430,0,False,0,0,0,0,1,1.0,2.0,True
431,1,False,1,0,0,0,3,23.0,2.0,False
432,1,True,1,0,0,0,5,1.0,1.0,True
435,1,False,1,0,0,0,5,1.0,1.0,True
437,1,True,0,0,0,0,0,0.0,1.0,False
438,1,False,1,0,0,0,5,1.0,3.0,False
440,1,False,1,0,0,0,6,1.0,3.0,False
441,1,False,0,0,0,0,0,1.0,1.0,False
445,1,True,1,0,0,0,2,1.0,2.0,False
446,1,False,0,0,0,0,0,0.0,1.0,True
451,0,False,0,0,0,1,4,11.0,11.0,True
452,1,True,1,0,0,0,0,0.0,2.0,False
456,1,True,1,0,0,0,5,1.0,11.0,False
457,1,False,1,0,0,0,2,1.0,8.0,False
459,1,False,1,0,0,0,5,0.0,0.0,False
461,1,False,0,0,0,0,0,1.0,46.0,False
462,1,False,0,0,0,0,0,0.0,1.0,True
463,1,True,1,0,0,0,0,1.0,1.0,True
464,1,True,0,0,0,0,3,1.0,1.0,True
465,1,True,1,0,0,0,0,3.0,1.0,False
467,0,False,0,0,1,0,9,1.0,5.0,False
468,1,False,0,0,0,0,0,0.0,17.0,False
469,0,False,0,0,0,0,0,1.0,1.0,False
474,1,True,1,0,0,0,0,0.0,1.0,True
475,1,True,1,0,0,0,0,0.0,1.0,True
478,0,False,0,0,0,0,7,1.0,1.0,False
480,0,False,0,0,0,0,0,1.0,210.0,False
484,1,True,0,0,0,0,8,1.0,68.0,False
485,0,False,0,0,1,0,2,1.0,19.0,False
487,1,True,1,0,0,0,36,7.0,33.0,False
489,1,True,0,0,0,0,2,0.0,1.0,True
494,1,False,0,0,1,0,3,22.0,22.0,False
495,1,False,1,0,0,0,0,1.0,12.0,False
496,1,True,0,0,0,0,2,2.0,1.0,True
497,1,False,0,0,0,0,1,0.0,0.0,True
499,1,True,0,0,0,0,1,4.0,1.0,False
500,0,False,0,0,0,0,0,1.0,1.0,False
501,1,True,1,0,0,0,0,1.0,1.0,True
502,1,False,0,0,0,0,0,1.0,1.0,False
504,1,False,0,0,0,0,1,1.0,1.0,False
505,1,False,0,0,0,0,0,1.0,1.0,False
509,1,True,0,0,0,0,0,0.0,4.0,True
510,1,False,1,0,0,0,1,1.0,1.0,True
516,0,False,1,0,1,0,12,1.0,2.0,False
517,1,False,0,0,0,1,1,0.0,1.0,False
518,1,False,1,0,0,0,3,0.0,0.0,False
522,1,True,1,0,0,0,0,1.0,19.0,False
523,0,False,0,0,2,0,2,1.0,1.0,False
524,0,False,0,0,0,0,0,1.0,2.0,True
525,1,False,1,0,0,0,0,1.0,1.0,True
526,1,True,0,0,0,2,0,0.0,0.0,False
527,1,True,1,0,0,0,0,1.0,1.0,True
530,1,True,0,0,0,0,2,1.0,2.0,False
531,0,False,0,0,0,1,6,0.0,4.0,True
532,1,True,0,0,0,0,0,2.0,0.0,False
533,1,False,0,0,0,0,0,1.0,1.0,False
537,1,False,1,0,0,0,3,0.0,4.0,False
538,1,False,0,0,0,1,2,1.0,51.0,True
540,1,True,1,0,0,0,0,1.0,1.0,True
542,0,False,0,2,0,0,3,0.0,0.0,False
545,1,False,0,1,0,0,1,21.0,3.0,False
546,1,False,1,0,0,0,1,0.0,95.0,False
547,1,True,0,0,0,0,0,0.0,2.0,False
548,1,False,0,0,1,0,1,1.0,0.0,False
552,1,True,0,0,0,0,2,1.0,1.0,True
557,0,False,0,0,0,0,4,1.0,220.0,False
558,1,False,0,0,0,0,0,1.0,12.0,False
561,1,True,1,0,0,0,1,0.0,0.0,True
563,1,True,1,0,0,0,1,1.0,1.0,True
565,1,True,1,0,0,0,0,1.0,8.0,False
566,0,False,0,0,0,0,7,1.0,127.0,False
567,1,True,1,0,0,0,1,1.0,1.0,True
569,1,False,0,0,0,0,0,1.0,1.0,False
572,1,False,1,0,0,0,1,12.0,4.0,False
573,1,False,0,0,0,0,1,1.0,2.0,True
576,0,False,0,1,1,0,6,1.0,1.0,False
579,0,False,0,0,0,0,4,1.0,260.0,False
580,1,True,0,0,0,0,3,8.0,6.0,True
581,0,False,1,0,0,0,23,1.0,17.0,False
584,1,False,1,0,0,0,2,1.0,5.0,False
586,1,False,1,0,0,0,2,1.0,1.0,False
588,1,False,0,0,0,0,7,1.0,1.0,False
590,0,True,1,1,0,0,23,1.0,361.0,False
594,1,True,1,0,0,0,0,0.0,0.0,True
597,0,False,0,0,0,0,12,1.0,32.0,False
598,0,False,0,0,0,0,5,0.0,51.0,False
599,1,True,1,0,0,0,3,0.0,0.0,True
600,1,False,0,0,0,0,0,1.0,2.0,False
602,1,False,1,0,0,0,14,1.0,1.0,False
603,1,False,0,1,0,0,2,1.0,2.0,False
604,0,False,0,0,0,1,0,0.0,21.0,True
608,1,True,0,0,0,0,0,0.0,0.0,False
611,1,False,1,0,0,0,5,1.0,12.0,False
612,0,False,0,0,0,0,9,1.0,52.0,False
613,1,True,1,0,0,0,4,1.0,7.0,False
616,1,False,1,0,0,0,3,0.0,1.0,False
617,1,False,1,0,0,0,4,1.0,1.0,False
621,1,False,0,0,0,0,1,5.0,5.0,True
622,1,True,1,0,0,0,0,2.0,1.0,True
623,1,True,1,0,0,0,0,1.0,1.0,True
624,1,False,0,0,0,0,0,0.0,0.0,False
627,1,False,1,0,0,0,11,1.0,110.0,False
628,1,True,0,0,0,0,0,0.0,0.0,True
629,1,False,0,0,0,0,0,0.0,0.0,True
630,1,True,0,0,0,0,0,1.0,2.0,False
633,1,True,1,0,0,0,2,23.0,1.0,True
635,1,False,1,0,0,0,7,0.0,1.0,True
637,1,True,0,0,0,0,1,1.0,1.0,False
638,1,False,0,0,0,0,8,1.0,3.0,False
639,1,False,1,0,0,0,1,1.0,2.0,False
640,1,False,0,0,0,0,0,0.0,1.0,False
641,1,True,0,0,0,0,0,0.0,5.0,True
644,1,False,1,0,0,0,21,1.0,59.0,True
645,1,False,0,0,0,0,3,1.0,106.0,False
646,1,False,1,0,0,0,1,0.0,1.0,True
647,1,True,1,0,0,0,0,0.0,0.0,False
648,1,False,1,0,0,0,1,1.0,26.0,False
649,1,True,0,0,0,0,3,22.0,0.0,True
651,1,False,0,0,0,0,3,0.0,33.0,False
653,0,True,0,0,1,1,3,0.0,0.0,False
654,1,True,1,0,0,0,0,1.0,1.0,False
656,1,False,0,0,0,0,2,1.0,1.0,False
657,0,False,0,0,0,0,3,1.0,1.0,False
659,0,True,0,0,0,1,1,1.0,32.0,False
660,1,True,1,0,0,0,2,1.0,1.0,True
662,1,True,0,0,0,0,0,0.0,0.0,False
664,1,True,1,0,0,0,0,0.0,0.0,True
668,1,False,0,0,0,0,2,1.0,1.0,False
669,0,False,0,1,0,1,1,1.0,1.0,False
674,1,False,0,0,0,0,1,1.0,2.0,True
675,1,True,1,0,0,0,4,1.0,2.0,False
678,1,False,1,0,0,0,3,0.0,0.0,False
679,1,False,0,0,0,0,1,0.0,4.0,True
680,1,False,1,0,0,0,5,1.0,1.0,False
681,1,True,0,0,0,0,0,1.0,1.0,True
685,0,False,1,0,0,0,2,1.0,10.0,False
686,1,True,1,0,0,0,0,1.0,4.0,True
687,0,False,0,0,0,1,0,1.0,22.0,False
688,0,False,0,0,0,0,13,1.0,1.0,True
691,1,False,0,0,0,0,1,1.0,13.0,True
692,1,False,0,0,0,0,3,0.0,1.0,False
693,1,True,1,0,0,0,6,1.0,2.0,False
694,1,True,0,0,0,0,1,0.0,4.0,False
697,1,False,1,0,0,0,5,1.0,119.0,False
700,0,False,0,1,1,0,10,1.0,1.0,False
701,0,False,0,0,0,0,5,1.0,1.0,False
703,1,True,1,0,0,0,2,3.0,3.0,False
704,1,False,1,0,0,0,0,0.0,1.0,False
707,1,False,0,1,2,2,6,1.0,1.0,False
708,0,False,1,0,0,0,28,1.0,6.0,False
709,1,False,1,0,0,1,8,1.0,10.0,False
711,0,False,0,1,0,0,6,1.0,26.0,False
712,1,False,1,0,0,0,2,26.0,1.0,True
713,1,False,1,0,0,0,12,1.0,4.0,True
715,1,True,0,0,0,1,1,0.0,0.0,True
716,1,False,1,0,0,0,1,1.0,1.0,True
718,0,False,0,0,0,0,1,0.0,2.0,False
720,1,True,1,0,0,0,0,0.0,35.0,False
721,0,False,0,0,0,0,0,0.0,1.0,False
722,1,True,1,0,0,0,3,14.0,7.0,False
724,1,True,1,0,0,0,3,1.0,1.0,False
726,1,True,1,0,0,0,4,1.0,1.0,False
727,1,True,1,0,0,0,0,2.0,1.0,False
728,1,False,1,0,0,0,4,1.0,32.0,False
729,1,True,1,0,0,0,1,2.0,0.0,False
730,1,False,1,0,0,0,0,1.0,101.0,False
731,1,False,1,0,0,0,1,11.0,10.0,False
732,1,False,0,0,0,0,2,26.0,1.0,True
737,0,True,0,0,0,1,6,0.0,3.0,False
738,0,True,0,0,0,4,2,1.0,9.0,True
740,1,False,1,0,0,0,5,0.0,11.0,False
743,1,False,0,0,0,0,1,1.0,1.0,False
745,1,True,0,0,0,0,0,1.0,1.0,True
752,1,True,0,0,0,0,0,0.0,1.0,True
753,1,False,1,0,0,0,0,1.0,1.0,True
754,1,False,0,0,0,0,4,1.0,8.0,False
756,1,True,1,0,0,0,0,2.0,1.0,True
757,1,False,1,0,0,0,0,0.0,1.0,False
762,1,True,0,0,0,0,1,1.0,1.0,True
763,1,False,0,0,0,0,7,1.0,1.0,False
764,1,False,1,0,0,0,20,1.0,28.0,False
765,1,False,1,0,0,0,33,0.0,14.0,False
769,1,True,0,0,0,0,2,0.0,0.0,False
770,1,True,1,0,0,0,1,1.0,1.0,True
771,1,True,1,0,0,0,1,0.0,74.0,False
775,1,True,1,0,0,0,4,1.0,1.0,True
781,1,False,1,0,0,0,12,0.0,1.0,False
785,1,False,0,0,0,0,0,1.0,1.0,True
786,1,True,1,0,0,0,0,0.0,1.0,True
787,1,False,0,0,0,0,7,1.0,38.0,True
788,1,False,0,0,0,0,2,1.0,2.0,True
789,1,False,1,0,0,0,2,0.0,0.0,True
790,1,False,1,0,0,0,6,1.0,52.0,False
792,1,False,0,0,0,0,0,0.0,0.0,True
793,1,False,1,0,0,0,10,1.0,127.0,False
794,1,False,0,0,0,0,5,1.0,2.0,False
796,1,True,0,0,0,0,0,0.0,1.0,False
798,1,True,1,0,0,0,1,1.0,129.0,False
803,1,False,1,0,0,0,4,0.0,1.0,True
804,1,False,0,0,0,0,0,0.0,0.0,False
805,1,True,0,0,0,0,4,5.0,5.0,False
806,1,True,0,0,0,0,0,1.0,15.0,False
807,0,True,0,0,0,0,0,1.0,1.0,True
808,1,True,0,0,1,3,6,1.0,1.0,False
810,1,False,0,0,1,0,1,1.0,1.0,True
812,1,False,1,0,0,0,0,1.0,0.0,False
813,1,False,0,0,1,0,6,1.0,4.0,False
814,1,True,1,0,0,0,1,7.0,1.0,False
815,1,True,0,0,0,0,0,1.0,0.0,False
817,1,False,1,0,0,0,1,1.0,5.0,False
818,1,True,0,0,0,0,0,0.0,0.0,False
820,0,False,1,1,1,0,20,0.0,1.0,False
821,1,False,1,0,0,0,0,1.0,2.0,False
823,1,False,1,0,0,0,14,1.0,2.0,False
825,0,True,0,0,0,1,9,23.0,10.0,True
830,1,False,0,0,0,0,0,1.0,1.0,False
831,1,True,1,0,0,0,1,0.0,0.0,True
835,0,False,0,0,0,0,5,1.0,1.0,False
836,1,False,1,0,0,0,2,12.0,4.0,True
837,1,True,1,0,0,0,2,1.0,1.0,False
838,1,False,1,0,0,0,1,0.0,0.0,True
841,1,True,0,0,0,0,2,1.0,1.0,False
843,1,False,1,0,0,0,8,1.0,2.0,False
844,1,False,1,0,0,0,6,1.0,144.0,False
847,1,False,0,0,0,1,3,1.0,2.0,False
848,1,False,1,0,0,0,0,1.0,17.0,False
849,1,False,1,0,0,0,3,1.0,3.0,False
850,1,False,0,0,2,0,3,0.0,0.0,False
851,1,True,1,0,0,0,1,9.0,6.0,True
852,1,False,0,0,1,0,3,11.0,8.0,False
853,1,False,1,0,0,0,3,1.0,1.0,True
855,1,False,1,0,0,0,0,1.0,10.0,False
856,1,True,1,0,0,0,1,6.0,6.0,False
857,0,False,0,8,0,1,16,1.0,1.0,False
858,1,False,0,0,0,0,0,0.0,1.0,True
859,1,False,0,0,0,0,1,0.0,0.0,False
861,1,True,0,0,0,0,2,13.0,12.0,False
863,1,True,1,0,0,0,5,0.0,0.0,False
864,0,False,0,0,0,0,8,0.0,0.0,False
867,1,False,0,0,0,0,5,0.0,64.0,True
869,1,True,1,0,0,0,11,0.0,180.0,True
870,1,False,1,0,0,0,6,1.0,1.0,False
871,1,True,1,0,0,0,0,0.0,0.0,True
872,1,False,1,0,0,0,15,0.0,0.0,False
874,1,False,0,0,0,0,4,0.0,0.0,False
875,1,False,0,0,0,0,0,1.0,1.0,True
880,1,False,1,0,0,0,1,8.0,8.0,False
881,1,True,1,0,0,0,2,0.0,0.0,True
882,1,True,1,0,0,0,5,1.0,1.0,False
884,1,True,1,0,0,0,0,0.0,1.0,True
886,1,True,1,0,0,0,0,1.0,1.0,True
887,1,False,0,0,0,1,5,1.0,1.0,False
888,1,True,0,0,0,0,0,0.0,0.0,True
889,1,True,0,0,0,0,1,1.0,10.0,True
890,1,False,0,0,0,0,0,1.0,1.0,True
893,1,False,1,0,0,0,0,1.0,1.0,True
895,1,False,1,0,0,0,1,1.0,1.0,False
899,1,False,0,0,0,0,0,1.0,1.0,True
900,1,True,0,0,0,0,0,1.0,2.0,False
901,1,False,0,0,0,0,0,1.0,1.0,True
904,1,False,0,0,0,0,0,1.0,1.0,True
905,1,False,1,0,0,0,1,27.0,0.0,False
906,1,True,0,0,0,1,0,0.0,1.0,False
909,1,False,0,1,0,0,1,1.0,1.0,False
913,0,False,1,0,0,0,3,20.0,20.0,True
914,1,False,0,0,0,0,3,1.0,6.0,True
916,1,False,1,0,0,0,0,1.0,1.0,False
917,0,False,0,0,0,0,11,0.0,0.0,False
918,1,False,1,0,0,0,1,1.0,1.0,False
919,0,False,1,0,0,0,1,8.0,40.0,True
921,1,False,0,0,0,0,1,0.0,1.0,True
922,1,True,0,0,0,0,6,1.0,34.0,False
924,1,True,1,0,0,0,0,0.0,0.0,True
925,1,True,1,0,0,0,2,2.0,1.0,True
926,1,False,0,0,0,0,5,0.0,1.0,True
927,1,True,1,0,0,0,0,0.0,0.0,False
930,0,False,0,0,0,1,0,1.0,1.0,False
934,1,False,0,0,0,0,4,1.0,32.0,False
935,1,True,1,0,0,0,0,0.0,0.0,True
943,1,True,0,0,0,0,2,29.0,25.0,True
944,1,False,0,0,0,0,10,0.0,0.0,False
946,1,False,1,0,0,0,9,0.0,4.0,True
947,0,True,0,0,0,0,3,1.0,6.0,False
948,1,False,0,0,0,0,0,1.0,8.0,True
949,0,True,0,0,0,0,2,2.0,22.0,False
951,1,False,1,0,0,0,1,27.0,0.0,True
953,1,False,0,0,0,0,0,0.0,1.0,True
955,1,False,1,0,0,0,15,1.0,1.0,False
958,1,False,1,0,0,0,0,0.0,0.0,True
959,0,False,0,0,1,1,4,1.0,2.0,False
